,itemid,itemUrl,title,itemDetail,price,goodRate,commentCount
0,5535583,https://item.jd.com/5535583.html,360行车记录仪G300迷你隐藏高清夜视无线测速电子狗一体黑灰色,商品名称：360G300;商品编号：5535583;商品毛重：290.00g;商品产地：中国大陆;操作方式：按键;屏幕尺寸：2.0英寸;拍摄角度：120°-149°;功能：夜视加强，停车监控，电子狗，WIFI，GPS;分辨率：1080p;安装方式：通用单镜头,329.00,0.98,15万+
1,8035395,https://item.jd.com/8035395.html,360行车记录仪G300P远程监控行车轨迹迷你隐藏高清夜视无线测速电子狗一体含16G存储卡,商品名称：360G300P;商品编号：8035395;商品毛重：260.00g;商品产地：中国大陆;操作方式：APP操作;屏幕尺寸：2.0英寸;拍摄角度：120°-149°;功能：夜视加强，停车监控，电子狗，WIFI，GPS;分辨率：1080p;安装方式：通用单镜头,449.00,0.99,11万+
2,7131530,https://item.jd.com/7131530.html,360行车记录仪G300迷你隐藏高清夜视无线测速电子狗一体+32g卡组套产品,商品名称：360G300;商品编号：7131530;商品毛重：290.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：2.0英寸;分辨率：1080p;功能：夜视加强，停车监控，电子狗，WIFI，GPS;款式：迷你隐藏;安装方式：通用单镜头,379.00,0.98,15万+
3,7176918,https://item.jd.com/7176918.html,360行车记录仪G300迷你隐藏高清夜视无线测速电子狗一体+16g卡组套产品,商品名称：360G300;商品编号：7176918;商品毛重：290.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：2.0英寸;分辨率：1080p;功能：夜视加强，停车监控，电子狗，WIFI，GPS;款式：迷你隐藏;安装方式：通用单镜头,359.00,0.98,15万+
4,7897905,https://item.jd.com/7897905.html,小米（MI）小米米家后视镜行车记录仪,商品名称：小米小米米家后视镜行车记录仪;商品编号：7897905;商品毛重：0.57kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：5英寸;拍摄角度：90°-119°;分辨率：1080p;安装方式：通用单镜头,389.00,0.99,3300+
5,8246803,https://item.jd.com/8246803.html,小米（MI）小米米家后视镜行车记录仪+16g卡组套产品,商品名称：小米小米米家后视镜行车记录仪;商品编号：8246803;商品毛重：0.57kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：5英寸;拍摄角度：90°-119°;分辨率：1080p;安装方式：通用单镜头,419.00,0.99,3300+
6,8033080,https://item.jd.com/8033080.html,小米（MI）小米米家后视镜行车记录仪+32g卡组套产品,商品名称：小米小米米家后视镜行车记录仪;商品编号：8033080;商品毛重：0.57kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：5英寸;拍摄角度：90°-119°;分辨率：1080p;安装方式：通用单镜头,439.00,0.99,3300+
7,8035688,https://item.jd.com/8035688.html,小米（MI）小米米家后视镜行车记录仪+后拉摄像头+16G存储卡组套产品,商品名称：小米小米米家后视镜行车记录仪;商品编号：8035688;商品毛重：0.57kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：5英寸;拍摄角度：90°-119°;分辨率：1080p;安装方式：通用单镜头,509.00,0.99,3300+
8,8035166,https://item.jd.com/8035166.html,小米（MI）小米米家后视镜行车记录仪+后拉摄像头+32g卡组套产品,商品名称：小米小米米家后视镜行车记录仪;商品编号：8035166;商品毛重：0.57kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：5英寸;拍摄角度：90°-119°;分辨率：1080p;安装方式：通用单镜头,529.00,0.99,3300+
9,3527967,https://item.jd.com/3527967.html,360行车记录仪尊享升级版J501C安霸A12高清夜视WIFI连接智能管理机卡套装黑色,商品名称：360J501C;商品编号：3527967;商品毛重：275.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：2.0英寸;分辨率：1080p;功能：夜视加强，停车监控，WIFI;款式：卡片机;安装方式：通用单镜头,299.00,0.98,17万+
10,3527891,https://item.jd.com/3527891.html,360行车记录仪标准升级版J501C安霸A12高清夜视WIFI连接智能管理黑色,商品名称：360J501C;商品编号：3527891;商品毛重：290.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：2.0英寸;分辨率：1080p;功能：夜视加强，停车监控，WIFI;款式：卡片机;安装方式：通用单镜头,299.00,0.98,17万+
11,7188740,https://item.jd.com/7188740.html,360行车记录仪标准升级版J501C安霸A12高清夜视WIFI连接智能管理+32g卡,商品名称：360J501C;商品编号：7188740;商品毛重：290.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：2.0英寸;分辨率：1080p;功能：夜视加强，停车监控，WIFI;款式：卡片机;安装方式：通用单镜头,319.00,0.97,3万+
12,8247774,https://item.jd.com/8247774.html,70迈行车记录仪智能语音声控后视镜停监控前后高清双录夜视导航测速一体机青春版,商品名称：70迈Midrive M02;商品编号：8247774;商品毛重：0.655kg;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：触屏;屏幕尺寸：其它;分辨率：1080p;功能：语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航，胎压监测;款式：后视镜式;安装方式：通用单镜头,798.00,0.99,800+
13,8692389,https://item.jd.com/8692389.html,70迈行车记录仪智能语音声控后视镜停监控前后高清双录夜视导航测速一体机青春版+16G卡组套产品,商品名称：70迈Midrive M02;商品编号：8692389;商品毛重：0.655kg;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：触屏;屏幕尺寸：其它;分辨率：1080p;功能：语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航，胎压监测;款式：后视镜式;安装方式：通用单镜头,818.00,0.99,800+
14,8479254,https://item.jd.com/8479254.html,70迈行车记录仪智能语音声控后视镜停监控前后高清双录夜视导航测速一体机青春版+32G卡组套产品,商品名称：70迈Midrive M02;商品编号：8479254;商品毛重：0.655kg;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：触屏;屏幕尺寸：其它;分辨率：1080p;功能：语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航，胎压监测;款式：后视镜式;安装方式：通用单镜头,838.00,0.99,800+
15,8692391,https://item.jd.com/8692391.html,70迈行车记录仪智能语音声控后视镜停监控夜视导航测速一体机青春版+16G卡+后拉摄像头组套产品,商品名称：70迈Midrive M02;商品编号：8692391;商品毛重：0.655kg;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：触屏;屏幕尺寸：其它;分辨率：1080p;功能：语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航，胎压监测;款式：后视镜式;安装方式：通用单镜头,908.00,0.99,800+
16,8692393,https://item.jd.com/8692393.html,70迈行车记录仪智能语音声控后视镜停监控夜视导航测速一体机青春版+32G卡+后拉摄像头组套产品,商品名称：70迈Midrive M02;商品编号：8692393;商品毛重：0.655kg;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：触屏;屏幕尺寸：其它;分辨率：1080p;功能：语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航，胎压监测;款式：后视镜式;安装方式：通用单镜头,928.00,0.99,800+
17,6885554,https://item.jd.com/6885554.html,米家（MIJIA）小米米家智能后视镜ADAS驾驶辅助系统1080P高清行车记录仪,商品名称：米家智能后视镜;商品编号：6885554;商品毛重：0.708kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;拍摄角度：150°-169°;款式：后视镜式;安装方式：通用单镜头,979.00,0.98,5600+
18,8035178,https://item.jd.com/8035178.html,米家（MIJIA）小米米家智能后视镜ADAS驾驶辅助系统1080P高清行车记录仪+后拉摄像头+16g卡组套产品,商品名称：米家智能后视镜;商品编号：8035178;商品毛重：0.708kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;拍摄角度：150°-169°;款式：后视镜式;安装方式：通用单镜头,1097.00,0.98,5600+
19,8248755,https://item.jd.com/8248755.html,米家（MIJIA）小米米家智能后视镜ADAS驾驶辅助系统1080P高清行车记录仪+后拉摄像头+32g卡组套产品,商品名称：米家智能后视镜;商品编号：8248755;商品毛重：0.708kg;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;拍摄角度：150°-169°;款式：后视镜式;安装方式：通用单镜头,1119.00,0.98,5600+
20,5830684,https://item.jd.com/5830684.html,捷渡（JADO）D860行车记录仪1296P高清夜视前后双录固定测速流媒体后视镜全面屏,商品名称：捷渡D860;商品编号：5830684;商品毛重：1.12kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：10英寸;分辨率：1296P;功能：夜视加强，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像;款式：后视镜式;安装方式：通用双镜头,698.00,0.97,1.3万+
21,7088052,https://item.jd.com/7088052.html,捷渡（JADO）D800-GD智能流媒体后视镜行车记录仪高清夜视双镜头语音声控导航云电子狗一体机,商品名称：捷渡D800-GD;商品编号：7088052;商品毛重：0.974kg;商品产地：中国大陆;拍摄角度：90°-119°;操作方式：触屏;屏幕尺寸：10英寸;分辨率：1080p;功能：夜视加强，语音交互，前后双录，电子狗，WIFI，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,1299.00,0.97,1.3万+
22,6188138,https://item.jd.com/6188138.html,捷渡（JADO）D820行车记录仪1080P高清夜视前后双录大广角流媒体后视镜全面屏,商品名称：捷渡D820;商品编号：6188138;商品毛重：1.104kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：10英寸;分辨率：1080p;功能：夜视加强，停车监控，前后双录，轨道偏离预警，倒车影像;款式：后视镜式;安装方式：通用双镜头,658.00,0.97,1.3万+
23,25877201583,https://item.jd.com/25877201583.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜4.3英寸触屏版+星光夜视+送32G卡（套餐一）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 4.3英寸触屏版+星光夜视+送32G卡（套餐一）;商品编号：25877201583;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,299.00,0.98,1.3万+
24,26003094879,https://item.jd.com/26003094879.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜4.3英寸触屏版+星光夜视+送16G卡（套餐二）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 4.3英寸触屏版+星光夜视+送16G卡（套餐二）;商品编号：26003094879;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,288.00,0.98,1.3万+
25,26003094880,https://item.jd.com/26003094880.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜4.3英寸监控版+星光夜视+送32G卡（套餐三）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 4.3英寸监控版+星光夜视+送32G卡（套餐三）;商品编号：26003094880;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,328.00,0.98,1.3万+
26,26003094881,https://item.jd.com/26003094881.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜5英寸触屏升级版+无光夜视+送16G卡（套餐四）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 5英寸触屏升级版+无光夜视+送16G卡（套餐四）;商品编号：26003094881;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,398.00,0.98,1.3万+
27,26003094882,https://item.jd.com/26003094882.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜5英寸触屏升级版+无光夜视+送32G卡（套餐五）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 5英寸触屏升级版+无光夜视+送32G卡（套餐五）;商品编号：26003094882;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,448.00,0.98,1.3万+
28,26003094883,https://item.jd.com/26003094883.html,凌度智能行车记录仪高清夜视前后双录停车监控倒车影像全景一体机导航仪带电子狗云镜8英寸导航云电子狗+语音声控+32G卡（套餐六）,商品名称：凌度 智能行车记录仪高清夜视 前后双录 停车监控 倒车影像全景一体机 导航仪带电子狗云镜 8英寸导航云电子狗+语音声控+32G卡（套餐六）;商品编号：26003094883;店铺： ;商品毛重：500.00g;货号：HS旗舰级;操作方式：触屏;屏幕尺寸：8英寸及以上;拍摄角度：170°及以上;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，轨道偏离预警，倒车影像，GPS，上网，智能导航;分辨率：1080p;安装方式：通用双镜头,788.00,0.98,1.3万+
29,4508340,https://item.jd.com/4508340.html,米家（MIJIA）小米行车记录仪1080P高清夜视大广角wifi连接索尼图像传感器触摸按键,商品名称：米家米家行车记录仪;商品编号：4508340;商品毛重：366.00g;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：按键;屏幕尺寸：3.0英寸;分辨率：1080p;功能：夜视加强;款式：卡片机;安装方式：通用单镜头,319.00,0.98,9.2万+
30,8248769,https://item.jd.com/8248769.html,米家（MIJIA）小米行车记录仪1080P高清夜视大广角wifi连接索尼图像传感器+16g卡组套产品,商品名称：米家米家行车记录仪;商品编号：8248769;商品毛重：366.00g;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：按键;屏幕尺寸：3.0英寸;分辨率：1080p;功能：夜视加强;款式：卡片机;安装方式：通用单镜头,349.00,0.98,9.2万+
31,8035156,https://item.jd.com/8035156.html,米家（MIJIA）小米行车记录仪1080P高清夜视大广角wifi连接索尼图像传感器+32g卡组套产品,商品名称：米家米家行车记录仪;商品编号：8035156;商品毛重：366.00g;商品产地：中国大陆;拍摄角度：150°-169°;操作方式：按键;屏幕尺寸：3.0英寸;分辨率：1080p;功能：夜视加强;款式：卡片机;安装方式：通用单镜头,369.00,0.98,9.2万+
32,5757703,https://item.jd.com/5757703.html,盯盯拍mini3智能行车记录仪高清夜视1600P停车监控内置储存循环录制无线wifi智能管理16G版,商品名称：盯盯拍mini3;商品编号：5757703;商品毛重：480.00g;商品产地：中国大陆;货号：mini3 16G;拍摄角度：120°-149°;操作方式：APP操作;屏幕尺寸：无屏幕;分辨率：2K及以上;功能：夜视加强，停车监控，WIFI;款式：迷你隐藏;安装方式：通用单镜头,469.00,0.98,1.6万+
33,5757713,https://item.jd.com/5757713.html,盯盯拍mini3智能行车记录仪高清夜视1600P停车监控内置储存循环录制无线wifi智能管理32G版,商品名称：盯盯拍mini3;商品编号：5757713;商品毛重：480.00g;商品产地：中国大陆;货号：mini3 16G;拍摄角度：120°-149°;操作方式：按键;屏幕尺寸：无屏幕;分辨率：1600P;功能：夜视加强，停车监控，WIFI;款式：迷你隐藏;安装方式：通用单镜头,569.00,0.98,1.6万+
34,8228687,https://item.jd.com/8228687.html,盯盯拍mini3智能行车记录仪高清夜视1600P停车监控内置储存循环录制语音交互无线wifi智能管理64G版,商品名称：盯盯拍mini3;商品编号：8228687;商品毛重：348.00g;商品产地：中国大陆;货号：mini3 16G;拍摄角度：120°-149°;操作方式：APP操作;屏幕尺寸：无屏幕;分辨率：1600P;功能：夜视加强，语音交互，停车监控，WIFI;款式：迷你隐藏;安装方式：通用单镜头,699.00,0.98,1.6万+
35,8243783,https://item.jd.com/8243783.html,盯盯拍汽车隐藏式临时停车牌电话牌路边临时停车挪车号码卡牌汽车用品宝石蓝,商品名称：盯盯拍盯盯拍停车牌;商品编号：8243783;商品毛重：122.00g;商品产地：中国大陆;操作方式：触屏;屏幕尺寸：3.0英寸;拍摄角度：120°-149°;功能：夜视加强;分辨率：1080p;安装方式：通用单镜头,39.00,0.98,1.6万+
36,7491285,https://item.jd.com/7491285.html,360行车记录仪高清流媒体智能后视镜S800语音操控ADAS高级驾驶辅助停车监控行车轨迹云电子狗,商品名称：360S800;商品编号：7491285;商品毛重：1.22kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，轨道偏离预警，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,1399.00,0.97,2.4万+
37,5113055,https://item.jd.com/5113055.html,360行车记录仪智能后视镜导航云镜S650前后双录高清夜视倒车影像语音操控导航测速黑色,商品名称：360S650;商品编号：5113055;商品毛重：1.01kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,759.00,0.97,2.4万+
38,7188732,https://item.jd.com/7188732.html,360行车记录仪智能后视镜导航云镜S650前后双录高清夜视倒车影像语音操控导航测速+专用摄像头+32g存储卡,商品名称：360S650;商品编号：7188732;商品毛重：1.01kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,869.00,0.97,1.4万+
39,7188730,https://item.jd.com/7188730.html,360行车记录仪智能后视镜导航云镜S650前后双录高清夜视倒车影像语音操控导航测速+专用后摄像头+16g卡,商品名称：360S650;商品编号：7188730;商品毛重：1.01kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,839.00,0.97,1.4万+
40,5530956,https://item.jd.com/5530956.html,360行车记录仪智能后视镜导航云镜S650前后双录高清夜视倒车影像语音操控导航测速带后置摄像头套装黑色,商品名称：360S650智能云镜+JP711后拉摄像头;商品编号：5530956;商品毛重：1.07kg;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,897.00,0.97,2.2万+
41,5506762,https://item.jd.com/5506762.html,360行车记录仪智能后视镜S650专用倒车影像后拉摄像头JP711黑色,商品名称：360JP711;商品编号：5506762;商品毛重：160.00g;商品产地：中国大陆;拍摄角度：120°-149°;操作方式：触屏;屏幕尺寸：7英寸;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，WIFI，倒车影像，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,138.00,0.97,2.4万+
42,10141187356,https://item.jd.com/10141187356.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸标准版+前后双录倒车影像+无卡(标准版),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸标准版+前后双录倒车影像+无卡(标准版);商品编号：10141187356;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,349.00,0.97,5.9万+
43,10141187357,https://item.jd.com/10141187357.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸按键版+前后双录倒车影像+32G(按键版),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸按键版+前后双录倒车影像+32G(按键版);商品编号：10141187357;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,359.00,0.97,5.9万+
44,10141187358,https://item.jd.com/10141187358.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸导航电子狗蓝牙+语音声控+16G(套餐三),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸导航电子狗蓝牙+语音声控+16G(套餐三);商品编号：10141187358;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,729.00,0.97,5.9万+
45,10141187359,https://item.jd.com/10141187359.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸导航电子狗蓝牙+语音声控+32G(套餐四),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸导航电子狗蓝牙+语音声控+32G(套餐四);商品编号：10141187359;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,749.00,0.97,5.9万+
46,10141187360,https://item.jd.com/10141187360.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸标准版+前后双录倒车影像+16G(套餐一),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸标准版+前后双录倒车影像+16G(套餐一);商品编号：10141187360;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,359.00,0.97,5.9万+
47,10141187361,https://item.jd.com/10141187361.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸标准版+前后双录倒车影像+32G(套餐二),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸标准版+前后双录倒车影像+32G(套餐二);商品编号：10141187361;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,369.00,0.97,5.9万+
48,10219402324,https://item.jd.com/10219402324.html,凌度智能行车记录仪高清夜视双镜头前后录像倒车影像一体机导航仪带电子狗后视云镜8英寸4G云镜版+导航微信蓝牙+16G(套餐五),商品名称：凌度 智能行车记录仪高清夜视双镜头前后录像倒车影像一体机 导航仪带电子狗后视云镜 8英寸4G云镜版+导航微信蓝牙+16G(套餐五);商品编号：10219402324;店铺： ;商品毛重：1.0kg;拍摄角度：170°及以上;操作方式：触屏;屏幕尺寸：8英寸及以上;分辨率：1080p;功能：夜视加强，语音交互，停车监控，前后双录，电子狗，倒车影像，GPS，上网，智能导航;款式：后视镜式;安装方式：通用双镜头,1060.00,0.97,5.9万+
